supervisor_id,supervisor_name,paper_id,title,abstract,year
s17,Michel Tsamados,wAi8z9gAAAAJ:wvYxNZNCP7wC,A 10-year record of Arctic summer sea ice freeboard from CryoSat-2,"Satellite observations of pan-Arctic sea ice thickness have so far been constrained to winter months. For radar altimeters, conventional methods cannot differentiate leads from meltwater ponds that accumulate at the ice surface in summer months, which is a critical step in the ice thickness calculation. Here, we use over 350 optical and synthetic aperture radar (SAR) images from the summer months to train a 1D convolution neural network for separating CryoSat-2 radar altimeter returns from sea ice floes and leads with an accuracy >80%. This enables us to generate the first pan-Arctic measurements of sea ice radar freeboard for May–September between 2011 and 2020. Results indicate that the freeboard distributions in May and September compare closely to those from a conventional ‘winter’ processor in April and October, respectively. The freeboards capture expected patterns of sea ice melt over the Arctic …",2022,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:mel-f30kHHgC,Solar geoengineering in the polar regions: A review,"Solar geoengineering refers to proposals, including stratospheric aerosol injection (SAI), to slow or reverse climate change by reflecting away incoming sunlight. The rapid changes ongoing in the Arctic and Antarctic, and the risk of exceeding tipping points in the cryosphere within decades, make limiting such changes a plausible objective of solar geoengineering. Here, we review the impacts of SAI on polar climate and cryosphere, including the dependence of these impacts on the latitude(s) of injection, and make recommendations for future research directions. SAI would cool the polar regions and reduce many changes in polar climate under future warming scenarios. Some under‐cooling of the polar regions relative to the global mean is expected under SAI without high latitude injection, due to latitudinal variation in insolation and CO2 forcing, the forcing dependence of the polar lapse rate feedback, and altered …",2023,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:silx2ntsSuwC,Rain-on-snow (ROS) understudied in sea ice remote sensing: A multi-sensor analysis of ROS during mosaic,"Arctic rain on snow (ROS) deposits liquid water onto existing snowpacks. Upon refreezing, this can form icy crusts at the surface or within the snowpack. By altering radar backscatter and microwave emissivity, ROS over sea ice can influence the accuracy of sea ice variables retrieved from satellite radar altimetry, scatterometers, and passive microwave radiometers. During the Arctic Ocean MOSAiC (Multidisciplinary drifting Observatory for the Study of Arctic Climate) expedition, there was an unprecedented opportunity to observe a ROS event using in situ active and passive microwave instruments similar to those deployed on satellite platforms. During liquid water accumulation in the snowpack from rain and increased melt, there was a 4-fold decrease in radar energy returned at Ku- and Ka-bands. After the snowpack refroze and ice layers formed, this decrease was followed by a 6-fold increase in returned energy. Besides altering the radar backscatter, analysis of the returned waveforms shows the waveform shape changed in response to rain and refreezing. Microwave emissivity at 19 and 89 GHz increased with increasing liquid water content and decreased as the snowpack refroze, yet subsequent ice layers altered the polarization difference. Corresponding analysis of the CryoSat-2 waveform shape and backscatter as well as AMSR2 brightness temperatures further shows that the rain and refreeze were significant enough to impact satellite returns. Our analysis provides the first detailed in situ analysis of the impacts of ROS and subsequent refreezing on both active and passive microwave observations, providing important baseline …",2022,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:EsEWqaRxkBgC,Synoptic variability in satellite altimeter‐derived radar freeboard of Arctic sea ice,"Satellite observations of sea ice freeboard are integral to the estimation of sea ice thickness. It is commonly assumed that radar pulses from satellite‐mounted Ku‐band altimeters penetrate through the snow and reflect from the snow‐ice interface. We would therefore expect a negative correlation between snow accumulation and radar freeboard measurements, as increased snow loading weighs the ice floe down. In this study we produce daily resolution radar freeboard products from the CryoSat‐2 and Sentinel‐3 altimeters via a recently developed optimal interpolation scheme. We find statistically significant (p < 0.05) positive correlations between radar freeboard anomalies and modeled snow accumulation. This suggests that, in the period after snowfall, radar pulses are not scattering from the snow‐ice interface as commonly assumed. Our results offer satellite‐based evidence of winter Ku‐band radar scattering …",2023,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:1tZ8xJnm2c8C,Wind redistribution of snow impacts the Ka-and Ku-band radar signatures of Arctic sea ice,"Wind-driven redistribution of snow on sea ice alters its topography and microstructure, yet the impact of these processes on radar signatures is poorly understood. Here, we examine the effects of snow redistribution over Arctic sea ice on radar waveforms and backscatter signatures obtained from a surface-based, fully polarimetric Ka- and Ku-band radar at incidence angles between 0∘ (nadir) and 50∘. Two wind events in November 2019 during the Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) expedition are evaluated. During both events, changes in Ka- and Ku-band radar waveforms and backscatter coefficients at nadir are observed, coincident with surface topography changes measured by a terrestrial laser scanner. At both frequencies, redistribution caused snow densification at the surface and the uppermost layers, increasing the scattering at the air–snow interface at nadir and its prevalence as the dominant radar scattering surface. The waveform data also detected the presence of previous air–snow interfaces, buried beneath newly deposited snow. The additional scattering from previous air–snow interfaces could therefore affect the range retrieved from Ka- and Ku-band satellite altimeters. With increasing incidence angles, the relative scattering contribution of the air–snow interface decreases, and the snow–sea ice interface scattering increases. Relative to pre-wind event conditions, azimuthally averaged backscatter at nadir during the wind events increases by up to 8 dB (Ka-band) and 5 dB (Ku-band). Results show substantial backscatter variability within the scan area at all incidence angles and …",2023,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:ymY9cBF3mdcC,"The MOSAiC Distributed Network: Observing the coupled Arctic system with multidisciplinary, coordinated platforms","Central Arctic properties and processes are important to the regional and global coupled climate system. The Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) Distributed Network (DN) of autonomous ice-tethered systems aimed to bridge gaps in our understanding of temporal and spatial scales, in particular with respect to the resolution of Earth system models. By characterizing variability around local measurements made at a Central Observatory, the DN covers both the coupled system interactions involving the ocean-ice-atmosphere interfaces as well as three-dimensional processes in the ocean, sea ice, and atmosphere. The more than 200 autonomous instruments (“buoys”) were of varying complexity and set up at different sites mostly within 50 km of the Central Observatory. During an exemplary midwinter month, the DN observations captured the spatial variability of atmospheric …",2024,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:c1e4I3QdEKYC,New estimates of pan-Arctic sea ice–atmosphere neutral drag coefficients from ICESat-2 elevation data,"The effect that sea ice topography has on the momentum transfer between ice and atmosphere is not fully quantified due to the vast extent of the Arctic and limitations of current measurement techniques. Here we present a method to estimate pan-Arctic momentum transfer via a parameterization that links sea ice–atmosphere form drag coefficients with surface feature height and spacing. We measure these sea ice surface feature parameters using the Ice, Cloud and land Elevation Satellite-2 (ICESat-2). Though ICESat-2 is unable to resolve as well as airborne surveys, it has a higher along-track spatial resolution than other contemporary altimeter satellites. As some narrow obstacles are effectively smoothed out by the ICESat-2 ATL07 spatial resolution, we use near-coincident high-resolution Airborne Topographic Mapper (ATM) elevation data from NASA's Operation IceBridge (OIB) mission to scale up the regional ICESat-2 drag estimates. By also incorporating drag due to open water, floe edges and sea ice skin drag, we produced a time series of average total pan-Arctic neutral atmospheric drag coefficient estimates from November 2018 to May 2022. Here we have observed its temporal evolution to be unique and not directly tied to sea ice extent. By also mapping 3-month aggregates for the years 2019, 2020 and 2021 for better regional analysis, we found the thick multiyear ice area directly north of the Canadian Archipelago and Greenland to be consistently above 2.0×10-3, while most of the multiyear ice portion of the Arctic is typically around ∼1.5×10-3.",2023,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:pYKElYtJMmwC,Predicting september arctic sea ice: A multimodel seasonal skill comparison,"This study quantifies the state of the art in the rapidly growing field of seasonal Arctic sea ice prediction. A novel multimodel dataset of retrospective seasonal predictions of September Arctic sea ice is created and analyzed, consisting of community contributions from 17 statistical models and 17 dynamical models. Prediction skill is compared over the period 2001–20 for predictions of pan-Arctic sea ice extent (SIE), regional SIE, and local sea ice concentration (SIC) initialized on 1 June, 1 July, 1 August, and 1 September. This diverse set of statistical and dynamical models can individually predict linearly detrended pan-Arctic SIE anomalies with skill, and a multimodel median prediction has correlation coefficients of 0.79, 0.86, 0.92, and 0.99 at these respective initialization times. Regional SIE predictions have similar skill to pan-Arctic predictions in the Alaskan and Siberian regions, whereas regional skill is …",2024,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:LdasjJ6CEcoC,Mapping Arctic sea-ice surface roughness with multi-angle imaging spectroradiometer,"Sea-ice surface roughness (SIR) is a crucial parameter in climate and oceanographic studies, constraining momentum transfer between the atmosphere and ocean, providing preconditioning for summer-melt pond extent, and being related to ice age and thickness. High-resolution roughness estimates from airborne laser measurements are limited in spatial and temporal coverage while pan-Arctic satellite roughness does not extend over multi-decadal timescales. Launched on the Terra satellite in 1999, the NASA Multi-angle Imaging SpectroRadiometer (MISR) instrument acquires optical imagery from nine near-simultaneous camera view zenith angles. Extending on previous work to model surface roughness from specular anisotropy, a training dataset of cloud-free angular reflectance signatures and surface roughness, defined as the standard deviation of the within-pixel lidar elevations, from near-coincident operation IceBridge (OIB) airborne laser data is generated and is modelled using support vector regression (SVR) with a radial basis function (RBF) kernel selected. Blocked k-fold cross-validation is implemented to tune hyperparameters using grid optimisation and to assess model performance, with an R2 (coefficient of determination) of 0.43 and MAE (mean absolute error) of 0.041 m. Product performance is assessed through independent validation by comparison with unseen similarly generated surface-roughness characterisations from pre-IceBridge missions (Pearson’s r averaged over six scenes, r = 0.58, p < 0.005), and with AWI CS2-SMOS sea-ice thickness (Spearman’s rank, rs = 0.66, p < 0.001), a known roughness proxy. We …",2022,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:sfnaS5RM6jYC,GLAMOUR: GLobAl building MOrphology dataset for URban hydroclimate modelling,"Understanding building morphology is crucial for accurately simulating interactions between urban structures and hydroclimate dynamics. Despite significant efforts to generate detailed global building morphology datasets, there is a lack of practical solutions using publicly accessible resources. In this work, we present GLAMOUR, a dataset derived from open-source Sentinel imagery that captures the average building height and footprint at a resolution of 0.0009° across urbanized areas worldwide. Validated in 18 cities, GLAMOUR exhibits superior accuracy with median root mean square errors of 7.5 m and 0.14 for building height and footprint estimations, indicating better overall performance against existing published datasets. The GLAMOUR dataset provides essential morphological information of 3D building structures and can be integrated with other datasets and tools for a wide range of applications …",2024,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:ifOnle78iJkC,Low‐altitude high‐latitude stratospheric aerosol injection is feasible with existing aircraft,"Stratospheric aerosol injection (SAI) is a proposed method of climate intervention in which aerosols or their precursors would be injected into the stratosphere to reduce or halt global warming. It is often assumed that to produce a substantial global cooling, SAI would require a fleet of specially designed high‐altitude aircraft. However, in the extra‐tropics, where the tropopause is lower, injection into the stratosphere using existing large jets is plausible. Here, we simulate an ensemble of 41 short stratospheric aerosol injection simulations in the UK Earth System Model in which we vary the altitude, latitude, and season of SO2 ${\text{SO}}_{2}$ injection. For each simulation, we diagnose aerosol optical depth and radiative forcing and estimate the global cooling under a sustained deployment. For altitudes up to around 14 km, high‐latitude injection maximizes global forcing efficiency. Aerosol lifetime variation is the …",2025,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:yTLRzDEmwhEC,Enhanced sea ice classification for ICESat-2 using combined unsupervised and supervised machine learning,"ICESat-2 provides the potential for high-resolution and accurate measurements of the sea ice state. However, the current ATL07 sea ice height and type product relies on a threshold method for surface type classification, which introduces uncertainties in lead detection, especially in summer. In addition, it only categorizes into sea ice and lead types, excluding gray ice and the dark lead category has been shown to misclassify leads in cloudy conditions. To address these issues, we seek to improve the surface type classification by combining unsupervised and supervised machine learning methods and leveraging coincident imagery obtained from Sentinel-2. First, we use an unsupervised Gaussian Mixture Model (GMM) with four statistical parameters—photon rate, background rate, width of distribution, and height—to group ATL07 segments into 80 clusters. These clusters are then assigned specific surface types …",2025,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:hNSvKAmkeYkC,Scalable interpolation of satellite altimetry data with probabilistic machine learning,"We present GPSat; an open-source Python programming library for performing efficient interpolation of non-stationary satellite altimetry data, using scalable Gaussian process techniques. We use GPSat to generate complete maps of daily 50 km-gridded Arctic sea ice radar freeboard, and find that, relative to a previous interpolation scheme, GPSat offers a 504 × computational speedup, with less than 4 mm difference on the derived freeboards on average. We then demonstrate the scalability of GPSat through freeboard interpolation at 5 km resolution, and Sea-Level Anomalies (SLA) at the resolution of the altimeter footprint. Interpolated 5 km radar freeboards show strong agreement with airborne data (linear correlation of 0.66). Footprint-level SLA interpolation also shows improvements in predictive skill over linear regression. In this work, we suggest that GPSat could overcome the computational bottlenecks faced …",2024,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:orDZ08hpP44C,Optimising interannual sea ice thickness variability retrieved from CryoSat‐2,"Satellite radar altimeters like CryoSat‐2 estimate sea ice thickness by measuring the return‐time of transmitted radar pulses, reflected from the sea ice and ocean surface, to measure the radar freeboard. Converting freeboard to thickness requires an assumption regarding the fractional depth of the snowpack from which the radar waves backscatter (α) $(\alpha )$. We derive sea ice thickness from CryoSat‐2 radar freeboard data with incremental values for α $\alpha $, for the 2010–2021 winter periods. By comparing these to sea ice thickness estimates derived from upward‐looking sonar moorings, we find that α $\alpha $ values between 35%–80% result in the best representation of interannual variability observed over first‐year ice, reduced to < ${< } $55% over multi‐year ice. The underestimating bias in retrievals caused by optimizing this metric can be removed by reducing the waveform retracking threshold to …",2024,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:KTwcwpFFj4wC,Sensitivity to sea ice thickness parameters in a coupled ice‐ocean data assimilation system,"Sea ice thickness (SIT) estimates derived from CryoSat‐2 radar freeboard measurements are assimilated into the Met Office's Forecast Ocean Assimilation Model. We test the sensitivity of winter simulations to the snow depth, radar freeboard product and assumed radar penetration through the snowpack in the freeboard‐to‐thickness conversion. We find that modifying the snow depth has the biggest impact on the modeled SIT, changing it by up to 0.88 m (48%), compared to 0.65 m (33%) when modifying the assumed radar penetration through the snowpack and 0.55 m (30%) when modifying the freeboard product. We find a doubling in the thermodynamic volume change over the winter season when assimilating SIT data, with the largest changes seen in the congelation ice growth. Next, we determine that the method used to calculate the observation uncertainties of the assimilated data products can change the …",2025,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:KI9T_ytC6pkC,The global climate response to High-Latitude Low-Altitude Stratospheric Aerosol Injection (HiLLA-SAI),"High-latitude low-altitude (HiLLA) Stratospheric Aerosol Injection (SAI) would face fewer logistical barriers than high-altitude low-latitude SAI, because it could use repurposed existing large aircraft for deployment. However, relative to high-altitude SAI, it is expected to have reduced global cooling efficiency, and the more polar forcing profile and reduced tropical stratospheric heating would result in many differences in the surface climate response. Here, we present the first multi-model simulations of HiLLA-SAI, in UKESM1, CESM2-WACCM and E3SMv3. Using these simulations, we assess the global climate response to HiLLA-SAI, and the sensitivity to the latitude, altitude (13 versus 15 km), seasonality and longitude of injections. For seasonal injections at 60° N/S and 13 km, all models show similar global cooling efficiency, of around 0.6 °C per 12 Mt SO2 yr−1, 40 %–53 % of the equivalent cooling efficiency for 21 km injection in the tropics. Raising the injection height to 15 km increases this global cooling efficiency by around half, to 63 %–70 % of the high altitude tropical case. The effects of HiLLA-SAI are more polar focused than other SAI strategies, particularly for the 13 km injection case, and large changes in sea-ice in both hemispheres, high-latitude precipitation and the polar seasonal cycle are shown. Nevertheless, our results highlight that HiLLA-SAI would still be a global intervention. For 13 km injection, tropical temperature change per unit global temperature change is 61 %–75 % of the equivalent ratio under greenhouse-gas forced warming, and is larger in the 15 km case. Precipitation changes and sulfur deposition are also …",2025,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s17,Michel Tsamados,wAi8z9gAAAAJ:7H_jS4BsgvYC,"Strengthening Türkiye’s drought management: insights from international practices (Netherlands, UK and USA)","This paper provides an examination of drought management strategies in three countries: the Netherlands, the United Kingdom (UK), and the United States of America (USA). Additionally, it includes an evaluation of Türkiye’s approaches to water management and drought mitigation. Despite differing geographic, economic, and political conditions, these countries face similar challenges in drought management. Their approaches to dealing with drought have been examined from various perspectives, including institutional structures, legal frameworks, and operational strategies, with a focus on water allocation priorities, stakeholder collaboration, and the utilization of monitoring tools and data. The case studies revealed insights and experiences that can be used to evaluate and improve Türkiye’s existing water management and drought mitigation strategies. By drawing on the experiences of top-performing nations in drought management, this paper provides insights for creating a strong and sustainable water management for Türkiye, effectively tackling the challenges posed by climate change and ensuring the long-term security of water resources.",2025,https://scholar.google.com/citations?user=wAi8z9gAAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:CYCckWUYoCcC,"Model-Based Learning for Accelerated, Limited-View 3-D Photoacoustic Tomography",,2018,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:M3ejUd6NZC8C,Accelerated high-resolution photoacoustic tomography via compressed sensing,,2016,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:Zph67rFs4hoC,Multicontrast MRI Reconstruction with Structure-Guided Total Variation,,2016,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:YOwf2qJgpHMC,On the adjoint operator in photoacoustic tomography,,2016,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:ULOm3_A8WrAC,Single-pixel optical camera for video rate ultrasonic imaging,,2016,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:qE4H1tSSYIIC,A fast all-optical 3D photoacoustic scanner for clinical vascular imaging,"The clinical assessment of microvascular pathologies (in diabetes and in inflammatory skin diseases, for example) requires the visualization of superficial vascular anatomy. Photoacoustic tomography (PAT) scanners based on an all-optical Fabry–Perot ultrasound sensor can provide highly detailed 3D microvascular images, but minutes-long acquisition times have precluded their clinical use. Here we show that scan times can be reduced to a few seconds and even hundreds of milliseconds by parallelizing the optical architecture of the sensor readout, by using excitation lasers with high pulse-repetition frequencies and by exploiting compressed sensing. A PAT scanner with such fast acquisition minimizes motion-related artefacts and allows for the volumetric visualization of individual arterioles, venules, venous valves and millimetre-scale arteries and veins to depths approaching 15 mm, as well as for dynamic …",2024,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:RJOyoaXV5v8C,Scalable Bayesian uncertainty quantification with data-driven priors for radio interferometric imaging,"Next-generation radio interferometers like the Square Kilometer Array have the potential to unlock scientific discoveries thanks to their unprecedented angular resolution and sensitivity. One key to unlocking their potential resides in handling the deluge and complexity of incoming data. This challenge requires building radio interferometric (RI) imaging methods that can cope with the massive data sizes and provide high-quality image reconstructions with uncertainty quantification (UQ). This work proposes a method coined quantifAI to address UQ in RI imaging with data-driven (learned) priors for high-dimensional settings. Our model, rooted in the Bayesian framework, uses a physically motivated model for the likelihood. The model exploits a data-driven convex prior potential, which can encode complex information learned implicitly from simulations and guarantee the log-concavity of the posterior. We leverage …",2024,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:eGYfIraVYiQC,Learned interferometric imaging for the SPIDER instrument,"The Segmented Planar Imaging Detector for Electro-Optical Reconnaissance (SPIDER) is an optical interferometric imaging device that aims to offer an alternative to the large space telescope designs of today with reduced size, weight, and power consumption. This is achieved through interferometric imaging. State-of-the-art methods for reconstructing images from interferometric measurements adopt proximal optimization techniques, which are computationally expensive and require handcrafted priors. In this work, we present two data-driven approaches for reconstructing images from measurements made by the SPIDER instrument. These approaches use deep learning to learn prior information from training data, increasing the reconstruction quality, and significantly reducing the computation time required to recover images by orders of magnitude. Reconstruction time is reduced to ∼10 ms, opening up the …",2023,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:isU91gLudPYC,Temporal acoustic point holography,"Holographic acoustic levitation using phased arrays of transducers has facilitated innovative mid-air particle displays. However, current time-invariant methods for computing acoustic holograms often induce high phase changes and thus transducer amplitude fluctuations, severely limiting possible dynamic displays. In this work, we develop a wide range of temporal phase retrieval algorithms that suppress phase change and trade off computational time and solution optimality. We base our hardware implementation on Gerchberg-Saxton (GS), which we identify as gradient descent for maximizing focal amplitudes and thus acoustic trap quality. Following this, we adapt GS to additionally constrain transducers’ (and points’) phase changes from the previous time frame, and enable multiparticle animations without prior knowledge of particles’ paths and interactions. We experimentally showcase a series of levitated …",2024,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:ghEM2AJqZyQC,On learning the invisible in photoacoustic tomography with flat directionally sensitive detector,"In photoacoustic tomography (PAT) with a flat sensor, we routinely encounter two types of limited data. The first is due to using a finite sensor and is especially perceptible if the region of interest is large relative to the sensor or located farther away from the sensor. In this paper, we focus on the second type caused by a varying sensitivity of the sensor to the incoming wavefront direction, which can be modelled as binary, i.e., by a cone of sensitivity. Such visibility conditions result, in the Fourier domain, in a restriction of both the image and the data to a bowtie, akin to the one corresponding to the range of the forward operator. The visible wavefrontsets in image and data domains, are related by the wavefront direction mapping. We adapt the wedge restricted curvelet decomposition, we previously proposed for the representation of the full PAT data, to separate the visible and invisible wavefronts in the image. We …",2023,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:tHtfpZlB6tUC,Generative imaging for radio interferometry with fast uncertainty quantification,"With the rise of large radio interferometric telescopes, particularly the SKA, there is a growing demand for computationally efficient image reconstruction techniques. Existing reconstruction methods, such as the CLEAN algorithm or proximal optimisation approaches, are iterative in nature, necessitating a large amount of compute. These methods either provide no uncertainty quantification or require large computational overhead to do so. Learned reconstruction methods have shown promise in providing efficient and high quality reconstruction. In this article we explore the use of generative neural networks that enable efficient approximate sampling of the posterior distribution for high quality reconstructions with uncertainty quantification. Our RI-GAN framework, builds on the regularised conditional generative adversarial network (rcGAN) framework by integrating a gradient U-Net (GU-Net) architecture - a hybrid reconstruction model that embeds the measurement operator directly into the network. This framework uses Wasserstein GANs to improve training stability in combination with regularisation terms that combat mode collapse, which are typical problems for conditional GANs. This approach takes as input the dirty image and the point spread function (PSF) of the observation and provides efficient, high-quality image reconstructions that are robust to varying visibility coverages, generalises to images with an increased dynamic range, and provides informative uncertainty quantification. Our methods provide a significant step toward computationally efficient, scalable, and uncertainty-aware imaging for next-generation radio telescopes.",2025,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:AYInfyleIOsC,Learned radio interferometric imaging for varying visibility coverage,"With the next generation of interferometric telescopes, such as the Square Kilometre Array (SKA), the need for highly computationally efficient reconstruction techniques is particularly acute. The challenge in designing learned, data-driven reconstruction techniques for radio interferometry is that they need to be agnostic to the varying visibility coverages of the telescope, since these are different for each observation. Because of this, learned post-processing or learned unrolled iterative reconstruction methods must typically be retrained for each specific observation, amounting to a large computational overhead. In this work we develop learned post-processing and unrolled iterative methods for varying visibility coverages, proposing training strategies to make these methods agnostic to variations in visibility coverage with minimal to no fine-tuning. Learned post-processing techniques are heavily dependent on …",2025,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:1tZ8xJnm2c8C,2D-3D motion registration of rigid objects within a soft tissue structure,"The study of rigid body dynamics in soft tissue is an essential part of orthopaedic imaging. Our focus is the foot and ankle structure, which consists of 28 bones surrounded by a variety of soft tissue such as 30 muscles, numerous ligaments, bursae and nerves. The importance of understanding the involved dynamics is evident by the frequent need to find functional joint replacements to fight diseases such as hindfoot arthritis. We study a simplified problem by constructing a phantom with two ”bones” submerged in silicone and a remotely controlled LEGO robot that moves one of the two bones. We perform motion registration by manipulating the bone segmented from an initial static scan and matching its digitally reconstructed radiographs to a sequence of scanned X-ray projections. The registration of the 3D volume to 2D projections requires the right combination of optimization and interpolation to achieve an optimal …",2022,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:Wq2b2clWBLsC,Parallel-in-Time Solutions with Random Projection Neural Networks,"This paper considers one of the fundamental parallel-in-time methods for the solution of ordinary differential equations, Parareal, and extends it by adopting a neural network as a coarse propagator. We provide a theoretical analysis of the convergence properties of the proposed algorithm and show its effectiveness for several examples, including Lorenz and Burgers' equations. In our numerical simulations, we further specialize the underpinning neural architecture to Random Projection Neural Networks (RPNNs), a 2-layer neural network where the first layer weights are drawn at random rather than optimized. This restriction substantially increases the efficiency of fitting RPNN's weights in comparison to a standard feedforward network without negatively impacting the accuracy, as demonstrated in the SIR system example.",2024,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:D_tqNUsBuKoC,Learning Greens Operators through Hierarchical Neural Networks Inspired by the Fast Multipole Method,"The Fast Multipole Method (FMM) is an efficient numerical algorithm for computation of long-ranged forces in -body problems within gravitational and electrostatic fields. This method utilizes multipole expansions of the Green's function inherent to the underlying dynamical systems. Despite its widespread application in physics and engineering, the integration of FMM with modern machine learning architectures remains underexplored. In this work, we propose a novel neural network architecture, the Neural FMM, that integrates the information flow of the FMM into a hierarchical machine learning framework for learning the Green's operator of an Elliptic PDE. Our Neural FMM architecture leverages a hierarchical computation flow of the FMM method to split up the local and far-field interactions and efficiently learn their respective representations.",2025,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
s18,Marta Betcke,HJ3z-24AAAAJ:L_l9e5I586QC,Generative imaging for fast image reconstruction and uncertainty quantification in radio interferometry,"The advent of the next generation of interferometric telescopes, exemplified by the Square Kilometre Array (SKA), presents novel challenges in managing the vast quantities of data they will acquire. This presentation explores innovative machine learning methods that balance computational efficiency with state-of-the-art image reconstruction quality. Current image reconstruction techniques in radio interferometry primarily rely on variations of the CLEAN algorithm, which are computationally efficient but tend to fall short in reconstructing extended sources. In contrast, the latest approaches employ proximal optimisation techniques, which offer superior reconstruction quality but are computationally expensive and rely on manual priors. This talk delves into our research on leveraging machine learning for image reconstruction and discusses the specific challenges that arise within the context of radio interferometry …",2024,https://scholar.google.com/citations?user=HJ3z-24AAAAJ&hl=en&oi=ao,scholar_url
